Channel_name,Subscribers,Views,Country,Total_videos,playlist_id,Year,Time,ChannelAge
Alex The Analyst,1130000,53403017,US,386,UU7cs8q-gJRlGwj4A8OmCmXg,2020,05:04:24,5
