Channel_name,Subscribers,Views,PublishedAt,Country,Total_videos,playlist_id
Alex The Analyst,1130000,53403017,2020-01-08T05:04:24.970712Z,US,386,UU7cs8q-gJRlGwj4A8OmCmXg
