video_id,video_title,published_at,view_count,like_count,comment_count,duration_seconds
m1AkWK_ODLM,When Best Friends Work Together (ft. Luke Barousse),2022-10-04T10:30:09Z,16370,695,84,335.0
Pfq-8pGzgg4,Data Analyst Live Stream | Riding out Hurricane Ian,2022-10-01T01:48:31Z,6800,212,8,5588.0
pixlHHe_lNQ,Full Power BI Guided Project | Microsoft Power BI for Beginners,2022-09-27T10:30:19Z,573226,10521,553,2557.0
3NV5Jtbhfcw,Popular Visualizations in Power BI | Microsoft Power BI for Beginners,2022-09-20T10:30:00Z,181059,3684,78,854.0
1cfrQLoJMPI,"Guided Portfolio Projects on Coursera | Python, SQL, Excel, Power BI, and Tableau",2022-09-13T10:30:00Z,60604,2182,96,501.0
9j_EBt3RNrs,How to use Bins and Lists in Power BI | Microsoft Power BI for Beginners,2022-09-06T10:30:02Z,148598,3090,57,571.0
m0h3Ghl6mgY,How to use Conditional Formatting in Power BI | Microsoft Power BI for Beginners,2022-08-30T10:30:10Z,247207,3631,66,594.0
50D__p6jdEI,Top 8 Mistakes Beginner Data Analyst's Make | CareerFoundry Webinar,2022-08-24T16:15:29Z,77624,2067,78,4249.0
tRCGGlMI19M,Interviewing Ken Jee | The Face of Data Science on YouTube,2022-08-23T10:30:19Z,7486,258,15,1735.0
0QZBnhofU_U,CareerFoundry Data Analytics Bootcamp Review | Bootcamp + Intro + Free Course Review,2022-08-16T10:30:00Z,28978,681,131,1361.0
ulFY20KTzFQ,How to use Drill Down in Power BI | Microsoft Power BI for Beginners,2022-08-09T10:30:11Z,291607,4779,95,362.0
PEc29sRZoTM,"Best Courses for Alternative Analyst Jobs | Marketing Analyst, Business Analyst, Financial Analyst",2022-08-02T10:30:05Z,20922,875,75,566.0
DlEkWd-8VXA,250k Subscriber Live Stream!!,2022-07-26T13:19:48Z,4170,156,11,4539.0
vcijg0gUXSg,How to use DAX in Power BI | Microsoft Power BI for Beginners,2022-07-26T10:30:12Z,316932,5798,236,944.0
gCg47n_TlFc,Tech Layoffs and Hiring Freezes | The Great Resignation | Alex The Analyst Show | Episode 23,2022-07-19T10:30:06Z,22056,610,123,2954.0
sW5LoDA1ssM,How to Create and Manage Relationships in Power BI | Microsoft Power BI for Beginners,2022-07-12T10:30:22Z,404606,6512,165,516.0
4nsdARJGzJ0,Machine Learning Specialization on Coursera | Review,2022-07-05T10:30:01Z,26541,820,63,895.0
_QvQxm4dptI,Meta Marketing Analytics Professional Certificate on Coursera | Review,2022-06-28T10:30:07Z,39982,1011,104,1146.0
HX2TabgkzHo,Google's Secret Hiring Platform | Found in the Google Data Analytics Certification,2022-06-21T10:30:09Z,45777,1639,132,612.0
gP-AxNi6uxo,How to use Power Query in Power BI | Microsoft Power BI for Beginners,2022-06-14T10:30:08Z,527799,7857,128,787.0
KB2CtEDrglY,Automating Crypto Website API Pull Using Python | Data Analyst Project,2022-06-07T10:30:10Z,87274,1417,125,3074.0
2HfSFdPEFRg,How to use a Public API | Using a Public API with Python,2022-05-31T10:30:01Z,65915,1950,91,841.0
g0m5sEHPU-s,How to Install Power BI | Building First Visualization | Microsoft Power BI for Beginners,2022-05-24T10:30:06Z,789454,12647,319,770.0
Q7i6zxHVj2Q,MySQL vs Postgresql vs Microsoft SQL Server Management Tools | Which Option is Best?,2022-05-17T10:30:06Z,169637,3412,288,965.0
ddn-2r1j_OU,Top 3 Tips to Stop Procrastinating to be Successful,2022-05-10T10:30:05Z,33577,1674,155,400.0
Pf-9pjJK1e0,SQL vs NoSQL | What's the Difference?,2022-05-03T10:30:03Z,66885,1946,69,355.0
-bSkREem8dM,Database vs Data Warehouse vs Data Lake | What is the Difference?,2022-04-26T10:30:00Z,962218,24648,344,322.0
xKdtP3IZbnU,How I Manage My Time Working 60+ Hours Per Week | Alex The Analyst Show | Episode 22,2022-04-20T10:30:09Z,12025,326,161,2610.0
GsAXOr715AU,200k Livestream! | Shaving | Puppies | Giveaway,2022-04-14T13:29:42Z,3185,133,11,4892.0
2JnlQ8jwWbE,Things I HATE About Being a Data Analyst,2022-04-12T10:30:00Z,36676,1515,200,634.0
hNTNZ00cZig,Best Website to Practice Technical Interview Questions,2022-04-05T10:30:07Z,20378,688,56,1305.0
gz2j5NBESSs,Pros and Cons of Working Remote | Alex The Analyst Show | Episode 21,2022-03-29T10:30:17Z,7185,276,159,2930.0
opJgMj1IUrc,Full Project in Excel | Excel Tutorials for Beginners,2022-03-22T10:30:15Z,1066592,21884,1230,2450.0
yRWkSKRYCaI,Top 5 Non-Technical Skills for Data Analysts,2022-03-15T10:30:18Z,22342,823,72,990.0
_jmiEGZ6PIY,Cleaning Data in Excel | Excel Tutorials for Beginners,2022-03-01T11:30:14Z,715658,14319,353,1264.0
4A8LV6fObYA,Tableau Data Analyst Certification Review,2022-02-22T11:30:01Z,72077,1679,130,769.0
MPENhkuSo0Q,Job Title Alternatives for Data Analysts,2022-02-15T11:30:07Z,26584,1021,94,732.0
3irO29PJQHs,Best Coursera Courses for Data Analysts in 2022,2022-02-08T11:30:01Z,125082,5837,219,572.0
uHJFJUIYNAo,Understanding Your Data Analyst Salary Offer | What To Know Before Accepting,2022-02-01T11:30:10Z,21180,720,61,450.0
gMAHXrty6wI,Charts in Excel | Excel Tutorials for Beginners,2022-01-25T11:30:18Z,191710,4495,92,911.0
BIUFr9srS78,How I became a Data Analytics Manager | Alex The Analyst Show | Episode 20,2022-01-18T11:30:02Z,23539,867,361,2944.0
_eZRkmRfVTM,Conditional Formatting in Excel | Excel Tutorials for Beginners,2022-01-11T11:30:08Z,266874,5356,130,1259.0
s3JmRxs53W4,150k Subscriber Livestream!!,2022-01-10T14:59:31Z,3500,159,7,5138.0
yDG5KiiOZcQ,How To Become A Data Analyst In 2022,2022-01-04T11:30:11Z,498483,21892,629,780.0
Z7hPEwCzk2s,XLOOKUP in Excel | Excel Tutorials for Beginners,2021-12-28T11:30:06Z,321156,6421,252,1127.0
XRPyj7cKVsQ,Formulas in Excel | Excel Tutorials for Beginners,2021-12-21T11:30:07Z,524135,10586,524,2034.0
lH7HfwUFnYA,Pivot Tables in Excel | Excel Tutorials for Beginners,2021-12-14T11:30:07Z,1043234,20457,474,1055.0
zOR0-nygfDE,Full Beginner Project in Tableau | Tableau Tutorials for Beginners,2021-12-07T11:30:11Z,353584,6726,516,2658.0
A4SVUF-fTwc,How to use Joins in Tableau | Tableau Tutorials for Beginners,2021-11-23T11:30:02Z,179290,4537,75,869.0
FnTunxd8tAM,Top 5 Major Red Flags in Job Descriptions,2021-11-18T11:30:08Z,18462,955,71,421.0
-_z_aphWSEo,Truth About My Job (Song) - As a Data Analyst,2021-11-08T11:30:01Z,11707,914,108,198.0
pL0jEjeM5hI,How to Grow Your Analytics Career | Alteryx Webinar Oct 2021 | Tips to Break Into Analytics,2021-10-26T10:00:23Z,11456,343,34,1220.0
eg_5EAUXs5o,Choosing a Domain to Make More Money,2021-10-19T10:00:16Z,20811,989,77,521.0
ebjDwX8sUMk,How to Create Visualizations in Tableau | Tableau Tutorials for Beginners,2021-10-05T11:30:14Z,220977,4782,221,845.0
f6qxxtWkaUg,How to use Calculated Fields and Bins in Tableau | Tableau Tutorials for Beginners,2021-09-28T11:30:07Z,286050,5864,104,385.0
6xv1KvCMF1Q,How to Install Tableau and Create First Visualization | Tableau Tutorials for Beginners,2021-09-21T11:30:01Z,915747,20066,453,1024.0
465x3JmMJYU,How NOT to Become a Data Analyst (Funny?),2021-09-07T11:30:01Z,17523,710,114,291.0
Ns1ZpTxQnUE,100k Subscriber Play Button Unboxing,2021-08-31T11:30:04Z,2686,238,96,396.0
HiOtQMcI5wg,Amazon Web Scraping Using Python | Data Analyst Portfolio Project,2021-08-24T11:30:01Z,315976,6902,712,2834.0
CUa30M_FPhk,Interviewing with PwC for a Senior Data Analyst Position,2021-08-17T11:30:01Z,100292,2647,157,1389.0
DKrSgSy6F1o,100k Livestream | Announcing Giveaway Winners | Trimming Mustache | Answering Questions,2021-08-13T14:38:59Z,4751,191,26,3728.0
_zxPx1PQCqI,I Am No Longer a Data Analyst | Turning Down PwC | New Job,2021-08-11T11:30:05Z,143361,4393,481,959.0
UGF49YZZRNc,When To Start Applying To Your First Data Analyst Job,2021-07-21T11:30:04Z,92682,4815,245,251.0
aLp-6C-p-T0,Why You Need to Stop Taking Courses (From an Ex-Course Addict),2021-07-13T11:30:00Z,130992,5621,362,211.0
ocdwh0KYeUs,How to Create a Portfolio Website for FREE,2021-06-29T11:30:13Z,771493,16809,842,2129.0
iPYVYBtUTyE,Data Analyst Portfolio Project | Correlation in Python | Project 4/4,2021-06-22T11:30:05Z,204911,3501,529,3645.0
dMHWOhgzUhU,How To Get a Data Analyst Job (with No Experience),2021-06-08T11:30:12Z,496050,21125,611,457.0
A-LkxegXFX8,My Wife Answers Subscribers Questions About Me | Alex The Analyst Show | Episode 19,2021-06-03T11:30:01Z,6453,245,108,1585.0
RJw-GSXXguA,Favorite Tableau and Power BI Courses on Udemy,2021-06-01T11:30:03Z,34424,887,86,623.0
8rO7ztF4NtU,Data Analyst Portfolio Project | Data Cleaning in SQL | Project 3/4,2021-05-25T11:30:01Z,460761,8502,888,3284.0
QILNlRvJlfQ,Data Analyst Portfolio Project | Tableau Visualization | Project 2/4,2021-05-18T11:30:04Z,417883,6438,471,3137.0
SVv0WwPzaUg,Asking My Family What I Do For a Living,2021-05-11T11:00:08Z,3782,195,55,757.0
qfyynHBFOsM,Data Analyst Portfolio Project | SQL Data Exploration | Project 1/4,2021-05-04T11:00:31Z,2214235,37563,4398,4629.0
m1KcNV-Zhmc,Advanced SQL Tutorial | Subqueries,2021-04-20T11:00:32Z,439119,9276,245,517.0
IZRe0nwkuXc,Data Analyst Q/A #6 | Why Am I Not a Data Scientist?,2021-04-15T11:00:06Z,22462,819,141,1145.0
9RRQtNnq3s0,Google vs IBM Data Analytics Certificates | Which is Better?,2021-04-13T11:00:04Z,377565,12576,634,358.0
qewHAdfzLOw,Data Analyst Reacts: How to Go From Data Analyst to Data Scientist,2021-04-06T11:00:12Z,28491,964,85,748.0
bHssBHfHWmU,Laptops for Data Analysts |  Specifications + Recommendations,2021-03-30T11:00:18Z,204155,4293,332,930.0
A4OVjWeVb10,Best Machine Learning Courses on Coursera,2021-03-23T11:00:02Z,63663,1870,83,399.0
SIseim20_Dc,Will Data Analysts Be Automated? | Alex The Analyst | Episode 18,2021-03-18T11:00:08Z,16516,485,118,1687.0
NrBJmtD0kEw,Advanced SQL Tutorial | Stored Procedures + Use Cases,2021-03-16T11:00:07Z,502129,8516,204,375.0
wnapnTAMj68,Google Data Analytics Professional Certificate | It's Finally Here!,2021-03-12T12:00:17Z,371966,11213,1165,874.0
duMcYRtQITA,Google Data Analytics Certificate | Coming Out Soon!,2021-03-04T12:15:01Z,51820,2357,314,464.0
QG1fo7LFesA,Reviewing Your Data Analyst Resumes | Part 2,2021-03-02T12:00:08Z,25147,588,77,2436.0
pYRG5X7110M,Best Course to Learn Statistics for Data Analysis,2021-02-25T12:00:13Z,128810,3123,93,372.0
NViKsiGP4TY,DataQuest Review | Is it Worth it?,2021-02-23T12:00:19Z,25758,432,46,1040.0
1gdKC5O0Pwc,R vs Python | Which is Better for Data Analysis?,2021-02-16T12:00:00Z,240579,5256,419,711.0
GQj6_6V_jVA,Advanced SQL Tutorial | String Functions + Use Cases,2021-02-04T12:00:04Z,191381,4641,156,829.0
RF0LE3hYFrI,Advanced SQL Tutorial | Temp Tables,2021-02-02T12:00:13Z,277054,5936,148,619.0
8o-O6pR6yAE,IBM Data Analyst Certificate Study Session,2021-01-30T15:33:41Z,5333,173,22,4910.0
eFDbE5Yunj0,IBM Data Analyst Professional Certificate by Coursera | Is it Worth it?,2021-01-26T12:00:22Z,135753,3314,308,446.0
D9bNctNnAig,DataCamp Review | Is it Worth it?,2021-01-21T12:00:03Z,210676,4259,274,975.0
VsztBAEtC7c,Best Python Course for Data Analysts,2021-01-19T12:00:09Z,56522,1386,119,518.0
T3KMZoXrVTQ,Top 5 Data Analyst Skills,2021-01-12T12:00:07Z,35021,1410,172,351.0
tJaDicmRW7s,Best Industries for Data Analysts in 2021 | Alex The Analyst Show | Episode 17,2021-01-07T12:00:28Z,15550,500,146,1665.0
hfRcaRw_atI,Top 5 Data Analyst Interview Mistakes,2021-01-05T12:00:10Z,106820,2632,73,328.0
aPDOGxrONy0,2020 Year End Review + Upcoming Giveaway Details,2020-12-31T12:00:01Z,1585,140,101,217.0
w25ZjL0OqT4,Data Analyst Resume | Everything You Need to Know | Alex The Analyst Show | Episode 16,2020-12-24T12:00:19Z,42366,1212,137,3086.0
EWPeAXrF3zg,Solving Medium Level SQL LeetCode Questions | Part 2/3,2020-12-22T12:00:04Z,12183,252,33,1286.0
ru0Xdvxd37Q,Entry vs Mid vs Senior Level Data Analyst | Alex The Analyst Show | Episode 15,2020-12-17T12:00:12Z,47500,1559,209,1600.0
BAVPAYWAoC4,Data Engineer vs Data Analyst | Which Is Right For You?,2020-12-15T12:00:08Z,87267,2830,147,399.0
whgwEwA5SHU,How to Find Out Your Coworkers Salary | Alex The Analyst Show | Episode 14,2020-12-10T12:00:30Z,3159,98,55,1571.0
K1WeoKxLZ5o,Advanced SQL Tutorial | CTE (Common Table Expression),2020-12-08T12:00:05Z,410551,6373,197,224.0
0HRgbb1PcDQ,"Data Analyst Salary (Expectations, Bonuses, 401K, ESPP) | Alex The Analyst Show | Episode 13",2020-12-03T12:00:00Z,23332,739,190,1628.0
D6XNlTfglW4,Intermediate SQL Tutorial | Partition By,2020-12-01T12:04:43Z,312504,6949,204,254.0
MQ5UUNjWgug,Data Analyst Q/A LIVE #5 | AMA,2020-11-28T17:07:30Z,4915,131,18,5371.0
JikLVP9DkPs,Completely REALISTIC Jobs on LinkedIn | Alex The Analyst Show | Episode 12,2020-11-25T11:00:05Z,24917,886,162,1603.0
yzqpYs7dIqY,Completely Unrealistic Jobs on LinkedIn | Alex The Analyst Show | Episode 11,2020-11-19T15:00:26Z,14710,572,207,1329.0
7uH7_DThtX0,Top 3 Tips on Using LinkedIn to Land a Job,2020-11-17T14:11:52Z,353727,12359,253,410.0
GGLF2jLo8J4,What is No Code Analytics? | Alex The Analyst Show | Episode 10,2020-11-12T12:34:08Z,3942,122,81,1355.0
BGBXnNvWdQ4,Solving LeetCode SQL Interview Questions | Part 1/3,2020-11-10T15:02:50Z,27862,709,66,1633.0
PurMLMKNX0I,What is Analytics Consulting? With John Ariansen | Alex The Analyst Show | Episode 9,2020-11-05T15:43:17Z,14004,396,118,3236.0
pvxNYyJuiqA,Data Analyst Skills Path | What Skills You NEED to Know,2020-11-03T15:13:12Z,78062,3607,269,286.0
rZpfNh28nFI,Data Analyst Q&A LIVE #4,2020-10-30T15:13:53Z,3572,104,25,4151.0
brxnKIy6Cek,Asking My Wife Your Questions About Me | Alex The Analyst Show | Episode 8,2020-10-27T16:06:53Z,14556,565,223,1775.0
ySq0cgkZiX4,Top 10 Udemy Courses for Data Analysts,2020-10-22T15:14:21Z,198881,5220,304,657.0
aJ9Q10v8Nrc,Data Analyst Certifications | Are They Worth It? | Alex The Analyst Show | Episode 7,2020-10-20T14:08:32Z,180324,6206,986,1997.0
C2ik_qR5GOU,Working at a Startup vs Fortune 500 Company | Alex The Analyst Show | Episode 6,2020-10-15T15:33:32Z,4885,182,74,1762.0
mLUzFXPPa4I,Top 10 Coursera Courses for Data Analysts,2020-10-13T14:40:18Z,116284,4937,288,633.0
XmFhpoS6Etk,Imposter Syndrome in Tech | Alex The Analyst Show | Episode 5,2020-10-08T14:26:27Z,7648,376,176,1556.0
1xT68oeQTd0,Data Analyst Expectations vs Reality,2020-10-06T14:52:33Z,76003,2796,187,236.0
eTsHJoMmhYQ,Covid and the Data Analyst Job Market | Alex The Analyst Show | Episode 4,2020-10-01T13:53:17Z,7406,254,161,1566.0
8SolrjsGqzE,Self Taught vs Boot Camp vs Degree | Alex The Analyst Show | Episode 3,2020-09-24T15:29:17Z,45929,1522,717,1680.0
SKsjWzzz4mY,Top 5 Reasons You'll Be a Good Data Analyst,2020-09-22T13:03:29Z,14923,619,82,224.0
Z2AachB309o,How I Changed Careers to Become a Data Analyst | Alex The Analyst Show | Episode 2,2020-09-10T13:16:00Z,418522,12161,3820,2454.0
_gP-DH0iZLw,Top 5 Reasons Data Analytics is a Good Career Choice,2020-09-08T14:15:55Z,44802,1316,73,173.0
-Inc1be4zSg,The Hiring Process from an Interviewer's Perspective | Alex The Analyst Show | Episode 1,2020-09-03T15:38:28Z,22544,711,85,1624.0
CsMh7Ykmnw4,Top 5 Reasons Not to Lie on Your Resume,2020-09-01T12:29:45Z,12598,212,119,237.0
ho2vzKPAD50,Live Data Analyst Q&A #3,2020-08-29T14:37:52Z,3137,101,43,3738.0
5MZo2RoS8Yo,Data Analyst Career Path | How to Become a Data Analyst + What to Do Next,2020-08-20T13:46:16Z,131872,4659,270,522.0
M2ySRYpo9S0,Top 5 Reasons Not to Become a Data Analyst,2020-08-12T14:52:19Z,927779,19742,1047,318.0
ncXgqGePvwI,Data Analyst Bootcamps | Are They Worth It?,2020-08-05T13:14:01Z,35388,581,93,346.0
ywZXpfdqg1o,What Does a Data Analyst Actually Do?,2020-07-29T13:48:00Z,1067480,20465,515,258.0
IqQCBytyATo,Data Analyst Question and Answer | Answering Your YouTube Questions,2020-07-22T14:35:55Z,5011,180,67,349.0
MpIi4HtCiVk,Scraping Data Off Twitter Using Python | Twitterscraper + NLP + Data Visualization,2020-07-15T14:00:20Z,55525,1390,159,402.0
G4syHs3M82E,Data Analyst vs Business Analyst | Which Is Right For You?,2020-07-03T14:17:52Z,796851,19951,592,280.0
appOFpF2pFg,Best Free Online Courses for Data Analysts,2020-06-23T13:55:50Z,58173,2758,95,299.0
B2SPC3Wz1R8,Best Online Courses for Data Analysts,2020-06-17T14:57:22Z,189209,9593,426,525.0
fUpChfNN5Uo,Data Scientist vs Data Analyst | Which Is Right For You?,2020-06-10T15:49:15Z,797565,24400,862,467.0
Dk7he_yEs4U,Intermediate SQL Tutorial | Aliasing,2020-06-04T14:00:10Z,156851,4106,105,372.0
LJtFgnHGAos,Data Analyst Q&A LIVE,2020-05-31T13:54:38Z,12352,271,54,3105.0
ziurEoqEcO4,Data Analyst Interviews | Salary Negotiation,2020-05-27T15:13:50Z,27924,862,27,337.0
rLKC--8UYSw,Data Analyst Interview Questions | What To Say vs What NOT To Say,2020-05-20T14:03:02Z,79393,1887,36,469.0
sua7xKN0cPc,SQL Interview Questions and Answers for Beginners | Data Analyst Interview Questions,2020-05-13T15:00:26Z,136060,3456,112,482.0
fweZQqB0nwQ,Data Analyst Interview Questions | Phone + In-Person Interview Questions,2020-05-06T15:20:18Z,87151,1706,60,464.0
oXAwKZWfbW0,Day in the Life of a Data Analyst | Fortune 500 Edition (During Quarantine),2020-04-23T13:08:33Z,15545,521,52,415.0
bhnrIforc7s,Intermediate SQL Tutorial | Updating/Deleting Data,2020-04-16T12:58:52Z,160309,3540,142,277.0
tYBOMw7Ob8E,Intermediate SQL Tutorial | Having Clause,2020-04-09T16:01:02Z,195212,4947,92,211.0
Twusw__OzA8,Intermediate SQL Tutorial | Case Statement | Use Cases,2020-04-02T15:16:37Z,319762,7612,439,446.0
lYKkro6rKm0,Intermediate SQL Tutorial | Unions | Union Operator,2020-03-26T16:51:37Z,277914,5278,115,325.0
9URM1_2S0ho,Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases,2020-03-19T15:40:58Z,573932,9469,476,953.0
qzZU6LAtIig,Day in the Life of a Data Analyst | Fortune 500 Edition,2020-03-11T13:44:54Z,126701,2585,261,260.0
LXwfzIRD-Ds,SQL Basics Tutorial For Beginners | Group By + Order By Statements | 4/4,2020-03-03T15:06:36Z,342660,8353,235,489.0
A9TOuDZTPDU,SQL Basics Tutorial For Beginners | Where Statement | 3/4,2020-03-02T16:01:01Z,361044,6218,156,478.0
PyYgERKq25I,SQL Basics Tutorial For Beginners | Select + From Statements | 2/4,2020-03-01T17:02:28Z,527045,7525,307,374.0
RSlqWnP-Dy8,SQL Basics Tutorial For Beginners | Installing SQL Server Management Studio and Create Tables | 1/4,2020-03-01T00:50:38Z,1481461,18768,2057,577.0
9o9loJpG-t4,Data Analyst Fact Check |  84k Average Starting Salary?? | The Career Force 2020 Data Analyst Salary,2020-02-26T15:11:22Z,26086,853,162,454.0
Lacbh0VoT3g,Data Analyst Resume | Reviewing YOUR Data Analyst Resumes!,2020-02-24T16:34:51Z,27351,557,41,1070.0
oZKs2xMbXQE,Data Analyst Salary in 2020,2020-02-19T15:43:59Z,8318,159,26,224.0
N8f7NtDpbxA,Working With a Recruiter to Land Your First Job as a Data Analyst | LinkedIn Recruiters,2020-02-14T18:03:34Z,15211,648,39,360.0
wcKzdRVsMOw,Switching Careers to Become a Data Analyst | How I Made the Switch,2020-02-11T15:03:18Z,50946,1827,252,251.0
Ns-8Jsa3mEM,Data Analyst Resume | Complete Guide To Creating A Data Analyst Resume | Tips + Templates + Examples,2020-02-06T16:00:52Z,126981,3613,104,678.0
4rfr6A3lO-Y,Data Analyst Resume | Reviewing My Resume! | Fortune 500 Data Analyst,2020-01-30T14:07:55Z,82626,1780,63,453.0
OTq2NRy_AGs,Working at a Big Company Vs Small Company | Told by a Fortune 500 Data Analyst,2020-01-25T16:38:39Z,16068,432,23,350.0
ya28cb3zFGE,Data Analyst Salary | 100k with No Experience,2020-01-23T03:16:09Z,66384,2247,220,303.0
Hsi2BG0SOiQ,Truth About Big Companies | Told by a Fortune 500 Data Analyst,2020-01-21T03:52:15Z,9853,356,20,345.0
6lQzbk6_OTw,Top 3 Data Analyst Skills in 2020,2020-01-17T14:31:39Z,31408,1485,141,160.0
